case_id,loss_kind,epoch,checkpoint,loss,disp_rel,strain_rel,energy_log10,elastic_energy,energy_mode,lambda_u,lambda_eps,lambda_trust_u,lambda_trust_eps
global_strain_anchor_lamEps_1e-06,continuation,300,continuation,1.1357357152519398e-06,0.9993701577186584,1.0000100135803223,-10.262078285217285,5.469175112793323e-11,normalized,0.0,1e-06,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,1,continuation,1.0000003576278687,4.318140506744385,582.1016235351562,-0.847511887550354,0.14206533133983612,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,30,continuation,3.558830212568864e-05,1.0013810396194458,1.0001622438430786,-8.255589485168457,5.551505477541241e-09,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,60,continuation,1.0156460120924748e-05,0.9993161559104919,0.9999838471412659,-10.199822425842285,6.3121605164973e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,90,continuation,1.0155739801120944e-05,0.9993081092834473,0.9999768137931824,-10.201534271240234,6.287318582431922e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,120,continuation,1.01525365607813e-05,0.9993131756782532,0.9999819993972778,-10.21142864227295,6.14570269674708e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,150,continuation,1.013613109535072e-05,0.9993443489074707,0.9999983310699463,-10.264203071594238,5.442480841000297e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,180,continuation,1.0120935257873498e-05,0.9993650913238525,1.0000072717666626,-10.313998222351074,4.852908352948049e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,210,continuation,1.010771120490972e-05,0.9993824362754822,1.0000027418136597,-10.36706829071045,4.2946923795028624e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,240,continuation,1.0099868632096332e-05,0.9993860125541687,0.9999991059303284,-10.39469051361084,4.0300499049017446e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,270,continuation,1.00972874861327e-05,0.9993852972984314,0.9999962449073792,-10.406044960021973,3.9260435180654696e-11,normalized,0.0,1e-05,0.0,0.0
global_strain_anchor_lamEps_1e-05,continuation,300,continuation,1.0096476216858719e-05,0.9993823766708374,0.9999895095825195,-10.413793563842773,3.8566157212205354e-11,normalized,0.0,1e-05,0.0,0.0
