group,case,seed,step,Delta,strain,metric,reaction_N,alpha0p8_through_crack
D0040,D0040_seed42_default_unitbox,42,50,0.00016,0.016,saved_field_energy_fd_proxy_N,-0.08181661180489046,True
D0040,D0040_seed42_default_unitbox,42,51,0.00017,0.017,saved_field_energy_fd_proxy_N,-0.039973844400999214,True
D0040,D0040_seed42_default_unitbox,42,52,0.00018,0.018000000000000002,saved_field_energy_fd_proxy_N,0.01962460398876459,True
D0040,D0040_seed42_default_unitbox,42,53,0.00019,0.019,saved_field_energy_fd_proxy_N,0.03016941084061698,True
D0040,D0040_seed42_default_unitbox,42,54,0.0002,0.02,saved_field_energy_fd_proxy_N,0.03796805019901005,True
D0040,D0040_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,saved_field_virtual_work_proxy_N,0.054174031204676384,False
D0040,D0040_seed42_default_unitbox,42,1,5e-06,0.0005,saved_field_virtual_work_proxy_N,0.2679199067353502,False
D0040,D0040_seed42_default_unitbox,42,2,1e-05,0.001,saved_field_virtual_work_proxy_N,0.5275964290632167,False
D0040,D0040_seed42_default_unitbox,42,3,1.5e-05,0.0015,saved_field_virtual_work_proxy_N,0.7652240032665476,False
D0040,D0040_seed42_default_unitbox,42,4,2e-05,0.002,saved_field_virtual_work_proxy_N,0.9579625036248606,False
D0040,D0040_seed42_default_unitbox,42,5,2.5e-05,0.0025,saved_field_virtual_work_proxy_N,0.9427055680489441,False
D0040,D0040_seed42_default_unitbox,42,6,3e-05,0.003,saved_field_virtual_work_proxy_N,0.40942745131591735,False
D0040,D0040_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,saved_field_virtual_work_proxy_N,-0.9295451082447377,False
D0040,D0040_seed42_default_unitbox,42,8,4e-05,0.004,saved_field_virtual_work_proxy_N,-3.1301866334443016,False
D0040,D0040_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,saved_field_virtual_work_proxy_N,-6.92146737302039,False
D0040,D0040_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,saved_field_virtual_work_proxy_N,-8.70437778414063,False
D0040,D0040_seed42_default_unitbox,42,11,4.9e-05,0.0049,saved_field_virtual_work_proxy_N,-10.918715175894702,False
D0040,D0040_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,saved_field_virtual_work_proxy_N,-13.338474841553097,False
D0040,D0040_seed42_default_unitbox,42,13,5.3e-05,0.0053,saved_field_virtual_work_proxy_N,-16.264681339708304,False
D0040,D0040_seed42_default_unitbox,42,14,5.5e-05,0.0055,saved_field_virtual_work_proxy_N,-19.290781871347562,True
D0040,D0040_seed42_default_unitbox,42,15,5.7e-05,0.0057,saved_field_virtual_work_proxy_N,-22.48546699915104,True
D0040,D0040_seed42_default_unitbox,42,16,5.9e-05,0.0059,saved_field_virtual_work_proxy_N,-25.46599958700929,True
D0040,D0040_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,saved_field_virtual_work_proxy_N,-29.26333481153591,True
D0040,D0040_seed42_default_unitbox,42,18,6.3e-05,0.0063,saved_field_virtual_work_proxy_N,-33.354060116624694,True
D0040,D0040_seed42_default_unitbox,42,19,6.5e-05,0.0065,saved_field_virtual_work_proxy_N,-37.058413061874425,True
D0040,D0040_seed42_default_unitbox,42,20,6.7e-05,0.0067,saved_field_virtual_work_proxy_N,-41.102005691875945,True
D0040,D0040_seed42_default_unitbox,42,21,6.9e-05,0.0069,saved_field_virtual_work_proxy_N,-45.38598889138956,True
D0040,D0040_seed42_default_unitbox,42,22,7.1e-05,0.0071,saved_field_virtual_work_proxy_N,-49.67991782214553,True
D0040,D0040_seed42_default_unitbox,42,23,7.3e-05,0.0073,saved_field_virtual_work_proxy_N,-53.88111498235646,True
D0040,D0040_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,saved_field_virtual_work_proxy_N,-58.80795700371494,True
D0040,D0040_seed42_default_unitbox,42,25,7.7e-05,0.0077,saved_field_virtual_work_proxy_N,-63.685664505145425,True
D0040,D0040_seed42_default_unitbox,42,26,8e-05,0.008,saved_field_virtual_work_proxy_N,-70.28024616613979,True
D0040,D0040_seed42_default_unitbox,42,27,8.3e-05,0.0083,saved_field_virtual_work_proxy_N,-76.53974992634014,True
D0040,D0040_seed42_default_unitbox,42,28,8.6e-05,0.0086,saved_field_virtual_work_proxy_N,-83.7794894371823,True
D0040,D0040_seed42_default_unitbox,42,29,8.9e-05,0.0089,saved_field_virtual_work_proxy_N,-90.17556912497675,True
D0040,D0040_seed42_default_unitbox,42,30,9.2e-05,0.0092,saved_field_virtual_work_proxy_N,-98.80763065394369,True
D0040,D0040_seed42_default_unitbox,42,31,9.5e-05,0.0095,saved_field_virtual_work_proxy_N,-103.23271962313399,True
D0040,D0040_seed42_default_unitbox,42,32,9.8e-05,0.0098,saved_field_virtual_work_proxy_N,-109.94960667218417,True
D0040,D0040_seed42_default_unitbox,42,33,0.0001,0.01,saved_field_virtual_work_proxy_N,-114.45556190966366,True
D0040,D0040_seed42_default_unitbox,42,34,0.000102,0.010199999999999999,saved_field_virtual_work_proxy_N,-121.28479751861094,True
D0040,D0040_seed42_default_unitbox,42,35,0.000104,0.0104,saved_field_virtual_work_proxy_N,-125.07193258253547,True
D0040,D0040_seed42_default_unitbox,42,36,0.000106,0.0106,saved_field_virtual_work_proxy_N,-131.62381567203659,True
D0040,D0040_seed42_default_unitbox,42,37,0.000108,0.010799999999999999,saved_field_virtual_work_proxy_N,-137.41068933333216,True
D0040,D0040_seed42_default_unitbox,42,38,0.00011,0.011,saved_field_virtual_work_proxy_N,-141.54427679702127,True
D0040,D0040_seed42_default_unitbox,42,39,0.000112,0.0112,saved_field_virtual_work_proxy_N,-145.34064869710872,True
D0040,D0040_seed42_default_unitbox,42,40,0.000115,0.0115,saved_field_virtual_work_proxy_N,-152.7600169550511,True
D0040,D0040_seed42_default_unitbox,42,41,0.000118,0.0118,saved_field_virtual_work_proxy_N,-157.19304467617883,True
D0040,D0040_seed42_default_unitbox,42,42,0.00012,0.012,saved_field_virtual_work_proxy_N,-162.6781517422713,True
D0040,D0040_seed42_default_unitbox,42,43,0.000125,0.0125,saved_field_virtual_work_proxy_N,-173.9886730978271,True
D0040,D0040_seed42_default_unitbox,42,44,0.00013,0.013,saved_field_virtual_work_proxy_N,-184.8178650430591,True
D0040,D0040_seed42_default_unitbox,42,45,0.000135,0.0135,saved_field_virtual_work_proxy_N,-193.53065946453128,True
D0040,D0040_seed42_default_unitbox,42,46,0.00014,0.013999999999999999,saved_field_virtual_work_proxy_N,-205.6224729468907,True
D0040,D0040_seed42_default_unitbox,42,47,0.000145,0.014499999999999999,saved_field_virtual_work_proxy_N,-216.46919460524862,True
D0040,D0040_seed42_default_unitbox,42,48,0.00015,0.014999999999999998,saved_field_virtual_work_proxy_N,-228.79306564086838,True
D0040,D0040_seed42_default_unitbox,42,49,0.000155,0.0155,saved_field_virtual_work_proxy_N,-240.09652056804856,True
D0040,D0040_seed42_default_unitbox,42,50,0.00016,0.016,saved_field_virtual_work_proxy_N,-251.5613069332922,True
D0040,D0040_seed42_default_unitbox,42,51,0.00017,0.017,saved_field_virtual_work_proxy_N,-277.63397602609876,True
D0040,D0040_seed42_default_unitbox,42,52,0.00018,0.018000000000000002,saved_field_virtual_work_proxy_N,-298.79230009787824,True
D0040,D0040_seed42_default_unitbox,42,53,0.00019,0.019,saved_field_virtual_work_proxy_N,-321.27661105484674,True
D0040,D0040_seed42_default_unitbox,42,54,0.0002,0.02,saved_field_virtual_work_proxy_N,-343.5424193535626,True
D0040,D0040_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,bottom_sigma_integral_outward_N,-0.05305395666866165,False
D0040,D0040_seed42_default_unitbox,42,1,5e-06,0.0005,bottom_sigma_integral_outward_N,-0.2674737348772097,False
D0040,D0040_seed42_default_unitbox,42,2,1e-05,0.001,bottom_sigma_integral_outward_N,-0.5231637946242242,False
D0040,D0040_seed42_default_unitbox,42,3,1.5e-05,0.0015,bottom_sigma_integral_outward_N,-0.753297785192698,False
D0040,D0040_seed42_default_unitbox,42,4,2e-05,0.002,bottom_sigma_integral_outward_N,-0.9427270982156127,False
D0040,D0040_seed42_default_unitbox,42,5,2.5e-05,0.0025,bottom_sigma_integral_outward_N,-1.0581995072457737,False
D0040,D0040_seed42_default_unitbox,42,6,3e-05,0.003,bottom_sigma_integral_outward_N,-1.119993900331235,False
D0040,D0040_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,bottom_sigma_integral_outward_N,-1.138757609048705,False
D0040,D0040_seed42_default_unitbox,42,8,4e-05,0.004,bottom_sigma_integral_outward_N,-1.1418009172139192,False
D0040,D0040_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,bottom_sigma_integral_outward_N,-1.1421036678221488,False
D0040,D0040_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,bottom_sigma_integral_outward_N,-1.1401671655596546,False
D0040,D0040_seed42_default_unitbox,42,11,4.9e-05,0.0049,bottom_sigma_integral_outward_N,-1.142657917806649,False
D0040,D0040_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,bottom_sigma_integral_outward_N,-1.1410587110800159,False
D0040,D0040_seed42_default_unitbox,42,13,5.3e-05,0.0053,bottom_sigma_integral_outward_N,-1.1455959485287805,False
D0040,D0040_seed42_default_unitbox,42,14,5.5e-05,0.0055,bottom_sigma_integral_outward_N,-1.139314442347799,True
D0040,D0040_seed42_default_unitbox,42,15,5.7e-05,0.0057,bottom_sigma_integral_outward_N,-1.1281103198709763,True
D0040,D0040_seed42_default_unitbox,42,16,5.9e-05,0.0059,bottom_sigma_integral_outward_N,-1.133949724599119,True
D0040,D0040_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,bottom_sigma_integral_outward_N,-1.1275326297575023,True
D0040,D0040_seed42_default_unitbox,42,18,6.3e-05,0.0063,bottom_sigma_integral_outward_N,-1.1255545688418525,True
D0040,D0040_seed42_default_unitbox,42,19,6.5e-05,0.0065,bottom_sigma_integral_outward_N,-1.1354022182219923,True
D0040,D0040_seed42_default_unitbox,42,20,6.7e-05,0.0067,bottom_sigma_integral_outward_N,-1.120115752245594,True
D0040,D0040_seed42_default_unitbox,42,21,6.9e-05,0.0069,bottom_sigma_integral_outward_N,-1.129564185827021,True
D0040,D0040_seed42_default_unitbox,42,22,7.1e-05,0.0071,bottom_sigma_integral_outward_N,-1.1158209466523432,True
D0040,D0040_seed42_default_unitbox,42,23,7.3e-05,0.0073,bottom_sigma_integral_outward_N,-1.0922165422828651,True
D0040,D0040_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,bottom_sigma_integral_outward_N,-1.1211571234043538,True
D0040,D0040_seed42_default_unitbox,42,25,7.7e-05,0.0077,bottom_sigma_integral_outward_N,-1.1164763940881064,True
D0040,D0040_seed42_default_unitbox,42,26,8e-05,0.008,bottom_sigma_integral_outward_N,-1.1146228584793594,True
D0040,D0040_seed42_default_unitbox,42,27,8.3e-05,0.0083,bottom_sigma_integral_outward_N,-1.085566570301594,True
D0040,D0040_seed42_default_unitbox,42,28,8.6e-05,0.0086,bottom_sigma_integral_outward_N,-1.0628042624419625,True
D0040,D0040_seed42_default_unitbox,42,29,8.9e-05,0.0089,bottom_sigma_integral_outward_N,-1.0623943783076166,True
D0040,D0040_seed42_default_unitbox,42,30,9.2e-05,0.0092,bottom_sigma_integral_outward_N,-1.0565935214281006,True
D0040,D0040_seed42_default_unitbox,42,31,9.5e-05,0.0095,bottom_sigma_integral_outward_N,-1.0874533308853476,True
D0040,D0040_seed42_default_unitbox,42,32,9.8e-05,0.0098,bottom_sigma_integral_outward_N,-1.0610655168694278,True
D0040,D0040_seed42_default_unitbox,42,33,0.0001,0.01,bottom_sigma_integral_outward_N,-1.0249867465687845,True
D0040,D0040_seed42_default_unitbox,42,34,0.000102,0.010199999999999999,bottom_sigma_integral_outward_N,-1.0596801558001372,True
D0040,D0040_seed42_default_unitbox,42,35,0.000104,0.0104,bottom_sigma_integral_outward_N,-1.0783669353030358,True
D0040,D0040_seed42_default_unitbox,42,36,0.000106,0.0106,bottom_sigma_integral_outward_N,-1.0686576336356002,True
D0040,D0040_seed42_default_unitbox,42,37,0.000108,0.010799999999999999,bottom_sigma_integral_outward_N,-1.033446819712542,True
D0040,D0040_seed42_default_unitbox,42,38,0.00011,0.011,bottom_sigma_integral_outward_N,-1.0654692939110877,True
D0040,D0040_seed42_default_unitbox,42,39,0.000112,0.0112,bottom_sigma_integral_outward_N,-1.0452359432231844,True
D0040,D0040_seed42_default_unitbox,42,40,0.000115,0.0115,bottom_sigma_integral_outward_N,-1.0829750912156886,True
D0040,D0040_seed42_default_unitbox,42,41,0.000118,0.0118,bottom_sigma_integral_outward_N,-1.088971044340722,True
D0040,D0040_seed42_default_unitbox,42,42,0.00012,0.012,bottom_sigma_integral_outward_N,-1.0930262057870619,True
D0040,D0040_seed42_default_unitbox,42,43,0.000125,0.0125,bottom_sigma_integral_outward_N,-1.0997607028770555,True
D0040,D0040_seed42_default_unitbox,42,44,0.00013,0.013,bottom_sigma_integral_outward_N,-1.0789295090609217,True
D0040,D0040_seed42_default_unitbox,42,45,0.000135,0.0135,bottom_sigma_integral_outward_N,-1.0716437965109487,True
D0040,D0040_seed42_default_unitbox,42,46,0.00014,0.013999999999999999,bottom_sigma_integral_outward_N,-1.0916851973998964,True
D0040,D0040_seed42_default_unitbox,42,47,0.000145,0.014499999999999999,bottom_sigma_integral_outward_N,-1.0870767134798724,True
D0040,D0040_seed42_default_unitbox,42,48,0.00015,0.014999999999999998,bottom_sigma_integral_outward_N,-1.0700278057289259,True
D0040,D0040_seed42_default_unitbox,42,49,0.000155,0.0155,bottom_sigma_integral_outward_N,-1.0646303921637168,True
D0040,D0040_seed42_default_unitbox,42,50,0.00016,0.016,bottom_sigma_integral_outward_N,-1.0582393692337222,True
D0040,D0040_seed42_default_unitbox,42,51,0.00017,0.017,bottom_sigma_integral_outward_N,-1.037115805330483,True
D0040,D0040_seed42_default_unitbox,42,52,0.00018,0.018000000000000002,bottom_sigma_integral_outward_N,-1.0669489512463195,True
D0040,D0040_seed42_default_unitbox,42,53,0.00019,0.019,bottom_sigma_integral_outward_N,-1.0602429237698812,True
D0040,D0040_seed42_default_unitbox,42,54,0.0002,0.02,bottom_sigma_integral_outward_N,-1.079078224795174,True
D0040,D0040_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,internal_cut_force_above_crack_N,0.044221294068150556,False
D0040,D0040_seed42_default_unitbox,42,1,5e-06,0.0005,internal_cut_force_above_crack_N,0.22972289875570673,False
D0040,D0040_seed42_default_unitbox,42,2,1e-05,0.001,internal_cut_force_above_crack_N,0.44720145565325775,False
D0040,D0040_seed42_default_unitbox,42,3,1.5e-05,0.0015,internal_cut_force_above_crack_N,0.6357166788751458,False
D0040,D0040_seed42_default_unitbox,42,4,2e-05,0.002,internal_cut_force_above_crack_N,0.7816402743304013,False
D0040,D0040_seed42_default_unitbox,42,5,2.5e-05,0.0025,internal_cut_force_above_crack_N,0.8707769910968329,False
D0040,D0040_seed42_default_unitbox,42,6,3e-05,0.003,internal_cut_force_above_crack_N,0.8909722116399886,False
D0040,D0040_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,internal_cut_force_above_crack_N,0.8985239498891263,False
D0040,D0040_seed42_default_unitbox,42,8,4e-05,0.004,internal_cut_force_above_crack_N,0.8164437410793774,False
D0040,D0040_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,internal_cut_force_above_crack_N,0.6790960335684223,False
D0040,D0040_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,internal_cut_force_above_crack_N,0.6648493961371811,False
D0040,D0040_seed42_default_unitbox,42,11,4.9e-05,0.0049,internal_cut_force_above_crack_N,0.6066415115518246,False
D0040,D0040_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,internal_cut_force_above_crack_N,0.5990693494365671,False
D0040,D0040_seed42_default_unitbox,42,13,5.3e-05,0.0053,internal_cut_force_above_crack_N,0.5621289120953806,False
D0040,D0040_seed42_default_unitbox,42,14,5.5e-05,0.0055,internal_cut_force_above_crack_N,0.561740261068533,True
D0040,D0040_seed42_default_unitbox,42,15,5.7e-05,0.0057,internal_cut_force_above_crack_N,0.5302152697490634,True
D0040,D0040_seed42_default_unitbox,42,16,5.9e-05,0.0059,internal_cut_force_above_crack_N,0.518203475806085,True
D0040,D0040_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,internal_cut_force_above_crack_N,0.530938872154826,True
D0040,D0040_seed42_default_unitbox,42,18,6.3e-05,0.0063,internal_cut_force_above_crack_N,0.418174128663911,True
D0040,D0040_seed42_default_unitbox,42,19,6.5e-05,0.0065,internal_cut_force_above_crack_N,0.48151663650575444,True
D0040,D0040_seed42_default_unitbox,42,20,6.7e-05,0.0067,internal_cut_force_above_crack_N,0.47687027778179786,True
D0040,D0040_seed42_default_unitbox,42,21,6.9e-05,0.0069,internal_cut_force_above_crack_N,0.49115922622172614,True
D0040,D0040_seed42_default_unitbox,42,22,7.1e-05,0.0071,internal_cut_force_above_crack_N,0.45166015747096816,True
D0040,D0040_seed42_default_unitbox,42,23,7.3e-05,0.0073,internal_cut_force_above_crack_N,0.37004379401977167,True
D0040,D0040_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,internal_cut_force_above_crack_N,0.4278403391756293,True
D0040,D0040_seed42_default_unitbox,42,25,7.7e-05,0.0077,internal_cut_force_above_crack_N,0.4495575914984506,True
D0040,D0040_seed42_default_unitbox,42,26,8e-05,0.008,internal_cut_force_above_crack_N,0.4676162387027761,True
D0040,D0040_seed42_default_unitbox,42,27,8.3e-05,0.0083,internal_cut_force_above_crack_N,0.4756718793791327,True
D0040,D0040_seed42_default_unitbox,42,28,8.6e-05,0.0086,internal_cut_force_above_crack_N,0.38640820554724103,True
D0040,D0040_seed42_default_unitbox,42,29,8.9e-05,0.0089,internal_cut_force_above_crack_N,0.45635876053157626,True
D0040,D0040_seed42_default_unitbox,42,30,9.2e-05,0.0092,internal_cut_force_above_crack_N,0.4218158250036308,True
D0040,D0040_seed42_default_unitbox,42,31,9.5e-05,0.0095,internal_cut_force_above_crack_N,0.4446079888994601,True
D0040,D0040_seed42_default_unitbox,42,32,9.8e-05,0.0098,internal_cut_force_above_crack_N,0.4788640222396187,True
D0040,D0040_seed42_default_unitbox,42,33,0.0001,0.01,internal_cut_force_above_crack_N,0.471866717343154,True
D0040,D0040_seed42_default_unitbox,42,34,0.000102,0.010199999999999999,internal_cut_force_above_crack_N,0.4552744515635918,True
D0040,D0040_seed42_default_unitbox,42,35,0.000104,0.0104,internal_cut_force_above_crack_N,0.4147409333490323,True
D0040,D0040_seed42_default_unitbox,42,36,0.000106,0.0106,internal_cut_force_above_crack_N,0.3896761824789484,True
D0040,D0040_seed42_default_unitbox,42,37,0.000108,0.010799999999999999,internal_cut_force_above_crack_N,0.4712944410870752,True
D0040,D0040_seed42_default_unitbox,42,38,0.00011,0.011,internal_cut_force_above_crack_N,0.3793919556679501,True
D0040,D0040_seed42_default_unitbox,42,39,0.000112,0.0112,internal_cut_force_above_crack_N,0.409244613967842,True
D0040,D0040_seed42_default_unitbox,42,40,0.000115,0.0115,internal_cut_force_above_crack_N,0.43460996222428955,True
D0040,D0040_seed42_default_unitbox,42,41,0.000118,0.0118,internal_cut_force_above_crack_N,0.44866279310033746,True
D0040,D0040_seed42_default_unitbox,42,42,0.00012,0.012,internal_cut_force_above_crack_N,0.4597088433920198,True
D0040,D0040_seed42_default_unitbox,42,43,0.000125,0.0125,internal_cut_force_above_crack_N,0.5136488707490706,True
D0040,D0040_seed42_default_unitbox,42,44,0.00013,0.013,internal_cut_force_above_crack_N,0.5605028930497132,True
D0040,D0040_seed42_default_unitbox,42,45,0.000135,0.0135,internal_cut_force_above_crack_N,0.49496460700056616,True
D0040,D0040_seed42_default_unitbox,42,46,0.00014,0.013999999999999999,internal_cut_force_above_crack_N,0.5232244049428862,True
D0040,D0040_seed42_default_unitbox,42,47,0.000145,0.014499999999999999,internal_cut_force_above_crack_N,0.5075854654768535,True
